city,property_name,location,builder,price_lakhs,BHK,property_type
Delhi,"Greater Kailash 2, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,,3.0,Apartment
Delhi,RWA East Of Kailash Block E,"4 BHK Independent Builder Floor in East of Kailash, Delhi",Unknown,105.0,2.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,340.0,3.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","3 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,648.0,4.0,Independent Floor
Delhi,Main Road Facing,"4 BHK Independent Builder Floor in Greater Kailash Enclave 1, Delhi",Mr Associates Property,48.0,2.0,Apartment
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,80.0,3.0,Apartment
Delhi,basement & ground,"4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Unknown,126.0,4.0,Apartment
Delhi,"Defence Colony, South Delhi","3 BHK Independent Builder Floor in Defence Colony, South Delhi",Balaji Developers Delhi,86.25,3.0,Independent Floor
Delhi,Amar Colony,"2 BHK Independent Builder Floor in Lajpat Nagar, Delhi",Unknown,111.00000000000001,4.0,Independent Floor
Delhi,"Greater Kailash 1, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 1, Delhi",Balaji Developers Delhi,90.05,3.0,Independent Floor
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,122.0,4.0,Independent Floor
Delhi,"Shakarpur, Delhi, East Delhi","4 BHK Independent Builder Floor in Shakarpur, Delhi",Om Associates chhatarpur,60.0,2.0,Apartment
Delhi,s block greater kailash part 2,"4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,90.0,3.0,Apartment
Delhi,RWA East Of Kailash Block E,"4 BHK Independent Builder Floor in East of Kailash, Delhi",Unknown,150.0,4.0,Apartment
Delhi,RNA Super Luxury Builder Floors,"4 BHK Independent Builder Floor in Anand Lok, Delhi",RV Properties,550.0,3.0,Apartment
Delhi,"Greater Kailash 2, Delhi, South Delhi","4 BHK Independent Builder Floor in Greater Kailash 2, Delhi",Unknown,1100.0,4.0,Apartment
Delhi,"Friends Colony West, Delhi, South Delhi","4 BHK Independent Builder Floor in Friends Colony West, Delhi",Unknown,2100.0,5.0,Apartment
